wt,  \tilde{\omega}
Gt,  \tilde{\Gamma}
Dt,  \tilde{\Delta}
Qt,  \tilde{\Theta}
Lt,  \tilde{\Lambda}
Xt,  \tilde{\Xi}
Pt,  \tilde{\Pi}
St,  \tilde{\Sigma}
Ft,  \tilde{\Phi}
Yt,  \tilde{\Psi}
am,  \lvert\alpha\rvert
bm,  \lvert\beta\rvert
gm,  \lvert\gamma\rvert
dm,  \lvert\delta\rvert
em,  \lvert\epsilon\rvert
zm,  \lvert\zeta\rvert
hm,  \lvert\eta\rvert
qm,  \lvert\theta\rvert
im,  \lvert\iota\rvert
km,  \lvert\kappa\rvert
lm,  \lvert\lambda\rvert
mm,  \lvert\mu\rvert
nm,  \lvert\nu\rvert
xm,  \lvert\xi\rvert
om,  \lvert\omicron\rvert
pm,  \lvert\pi\rvert
rm,  \lvert\rho\rvert
sm,  \lvert\sigma\rvert
tm,  \lvert\tau\rvert
um,  \lvert\upsilon\rvert
fm,  \lvert\phi\rvert
cm,  \lvert\chi\rvert
ym,  \lvert\psi\rvert
wm,  \lvert\omega\rvert
Gm,  \lvert\Gamma\rvert
Dm,  \lvert\Delta\rvert
Qm,  \lvert\Theta\rvert
Lm,  \lvert\Lambda\rvert
Xm,  \lvert\Xi\rvert
Pm,  \lvert\Pi\rvert
Sm,  \lvert\Sigma\rvert
Fm,  \lvert\Phi\rvert
Ym,  \lvert\Psi\rvert
a0,  \alpha_0
b0,  \beta_0
g0,  \gamma_0
d0,  \delta_0
e0,  \epsilon_0
z0,  \zeta_0
h0,  \eta_0
q0,  \theta_0
i0,  \iota_0
k0,  \kappa_0
l0,  \lambda_0
m0,  \mu_0
n0,  \nu_0
x0,  \xi_0
o0,  \omicron_0
p0,  \pi_0
r0,  \rho_0
s0,  \sigma_0
t0,  \tau_0
u0,  \upsilon_0
f0,  \phi_0
c0,  \chi_0
y0,  \psi_0
w0,  \omega_0
G0,  \Gamma_0
D0,  \Delta_0
Q0,  \Theta_0
L0,  \Lambda_0
X0,  \Xi_0
P0,  \Pi_0
S0,  \Sigma_0
F0,  \Phi_0
Y0,  \Psi_0
a1,  \alpha_1
b1,  \beta_1
g1,  \gamma_1
d1,  \delta_1
e1,  \epsilon_1
z1,  \zeta_1
h1,  \eta_1
q1,  \theta_1
i1,  \iota_1
k1,  \kappa_1
l1,  \lambda_1
m1,  \mu_1
n1,  \nu_1
x1,  \xi_1
o1,  \omicron_1
p1,  \pi_1
r1,  \rho_1
s1,  \sigma_1
t1,  \tau_1
u1,  \upsilon_1
f1,  \phi_1
c1,  \chi_1
y1,  \psi_1
w1,  \omega_1
G1,  \Gamma_1
D1,  \Delta_1
Q1,  \Theta_1
L1,  \Lambda_1
X1,  \Xi_1
P1,  \Pi_1
S1,  \Sigma_1
F1,  \Phi_1
Y1,  \Psi_1
a2,  \alpha_2
b2,  \beta_2
g2,  \gamma_2
d2,  \delta_2
e2,  \epsilon_2
z2,  \zeta_2
h2,  \eta_2
q2,  \theta_2
i2,  \iota_2
k2,  \kappa_2
l2,  \lambda_2
m2,  \mu_2
n2,  \nu_2
x2,  \xi_2
o2,  \omicron_2
p2,  \pi_2
r2,  \rho_2
s2,  \sigma_2
t2,  \tau_2
u2,  \upsilon_2
f2,  \phi_2
c2,  \chi_2
y2,  \psi_2
w2,  \omega_2
G2,  \Gamma_2
D2,  \Delta_2
Q2,  \Theta_2
L2,  \Lambda_2
X2,  \Xi_2
P2,  \Pi_2
S2,  \Sigma_2
F2,  \Phi_2
Y2,  \Psi_2
a3,  \alpha_3
b3,  \beta_3
g3,  \gamma_3
d3,  \delta_3
e3,  \epsilon_3
z3,  \zeta_3
h3,  \eta_3
q3,  \theta_3
i3,  \iota_3
k3,  \kappa_3
l3,  \lambda_3
m3,  \mu_3
n3,  \nu_3
x3,  \xi_3
o3,  \omicron_3
p3,  \pi_3
r3,  \rho_3
s3,  \sigma_3
t3,  \tau_3
u3,  \upsilon_3
f3,  \phi_3
c3,  \chi_3
y3,  \psi_3
w3,  \omega_3
G3,  \Gamma_3
D3,  \Delta_3
Q3,  \Theta_3
L3,  \Lambda_3
X3,  \Xi_3
P3,  \Pi_3
S3,  \Sigma_3
F3,  \Phi_3
Y3,  \Psi_3


asb,  \boldsymbol{\alpha^*}
bsb,  \boldsymbol{\beta^*}
gsb,  \boldsymbol{\gamma^*}
dsb,  \boldsymbol{\delta^*}
esb,  \boldsymbol{\epsilon^*}
zsb,  \boldsymbol{\zeta^*}
hsb,  \boldsymbol{\eta^*}
qsb,  \boldsymbol{\theta^*}
isb,  \boldsymbol{\iota^*}
ksb,  \boldsymbol{\kappa^*}
lsb,  \boldsymbol{\lambda^*}
msb,  \boldsymbol{\mu^*}
nsb,  \boldsymbol{\nu^*}
xsb,  \boldsymbol{\xi^*}
osb,  \boldsymbol{\omicron^*}
psb,  \boldsymbol{\pi^*}
rsb,  \boldsymbol{\rho^*}
ssb,  \boldsymbol{\sigma^*}
tsb,  \boldsymbol{\tau^*}
usb,  \boldsymbol{\upsilon^*}
fsb,  \boldsymbol{\phi^*}
csb,  \boldsymbol{\chi^*}
ysb,  \boldsymbol{\psi^*}
wsb,  \boldsymbol{\omega^*}
Gsb,  \boldsymbol{\Gamma^*}
Dsb,  \boldsymbol{\Delta^*}
Qsb,  \boldsymbol{\Theta^*}
Lsb,  \boldsymbol{\Lambda^*}
Xsb,  \boldsymbol{\Xi^*}
Psb,  \boldsymbol{\Pi^*}
Ssb,  \boldsymbol{\Sigma^*}
Fsb,  \boldsymbol{\Phi^*}
Ysb,  \boldsymbol{\Psi^*}

apb,  \boldsymbol{\alpha}\prime
bpb,  \boldsymbol{\beta}\prime
gpb,  \boldsymbol{\gamma}\prime
dpb,  \boldsymbol{\delta}\prime
epb,  \boldsymbol{\epsilon}\prime
zpb,  \boldsymbol{\zeta}\prime
hpb,  \boldsymbol{\eta}\prime
qpb,  \boldsymbol{\theta}\prime
ipb,  \boldsymbol{\iota}\prime
kpb,  \boldsymbol{\kappa}\prime
lpb,  \boldsymbol{\lambda}\prime
mpb,  \boldsymbol{\mu}\prime
npb,  \boldsymbol{\nu}\prime
xpb,  \boldsymbol{\xi}\prime
opb,  \boldsymbol{\omicron}\prime
ppb,  \boldsymbol{\pi}\prime
rpb,  \boldsymbol{\rho}\prime
spb,  \boldsymbol{\sigma}\prime
tpb,  \boldsymbol{\tau}\prime
upb,  \boldsymbol{\upsilon}\prime
fpb,  \boldsymbol{\phi}\prime
cpb,  \boldsymbol{\chi}\prime
ypb,  \boldsymbol{\psi}\prime
wpb,  \boldsymbol{\omega}\prime
Gpb,  \boldsymbol{\Gamma}\prime
Dpb,  \boldsymbol{\Delta}\prime
Qpb,  \boldsymbol{\Theta}\prime
Lpb,  \boldsymbol{\Lambda}\prime
Xpb,  \boldsymbol{\Xi}\prime
Ppb,  \boldsymbol{\Pi}\prime
Spb,  \boldsymbol{\Sigma}\prime
Fpb,  \boldsymbol{\Phi}\prime
Ypb,  \boldsymbol{\Psi}\prime
abb,  \boldsymbol{\bar{\alpha}}
bbb,  \boldsymbol{\bar{\beta}}
gbb,  \boldsymbol{\bar{\gamma}}
dbb,  \boldsymbol{\bar{\delta}}
ebb,  \boldsymbol{\bar{\epsilon}}
zbb,  \boldsymbol{\bar{\zeta}}
hbb,  \boldsymbol{\bar{\eta}}
qbb,  \boldsymbol{\bar{\theta}}
ibb,  \boldsymbol{\bar{\iota}}
kbb,  \boldsymbol{\bar{\kappa}}
lbb,  \boldsymbol{\bar{\lambda}}
mbb,  \boldsymbol{\bar{\mu}}
nbb,  \boldsymbol{\bar{\nu}}
xbb,  \boldsymbol{\bar{\xi}}
obb,  \boldsymbol{\bar{\omicron}}
pbb,  \boldsymbol{\bar{\pi}}
rbb,  \boldsymbol{\bar{\rho}}
sbb,  \boldsymbol{\bar{\sigma}}
tbb,  \boldsymbol{\bar{\tau}}
ubb,  \boldsymbol{\bar{\upsilon}}
fbb,  \boldsymbol{\bar{\phi}}
cbb,  \boldsymbol{\bar{\chi}}
ybb,  \boldsymbol{\bar{\psi}}
wbb,  \boldsymbol{\bar{\omega}}
Gbb,  \boldsymbol{\bar{\Gamma}}
Dbb,  \boldsymbol{\bar{\Delta}}
Qbb,  \boldsymbol{\bar{\Theta}}
Lbb,  \boldsymbol{\bar{\Lambda}}
Xbb,  \boldsymbol{\bar{\Xi}}
Pbb,  \boldsymbol{\bar{\Pi}}
Sbb,  \boldsymbol{\bar{\Sigma}}
Fbb,  \boldsymbol{\bar{\Phi}}
Ybb,  \boldsymbol{\bar{\Psi}}
adb,  \boldsymbol{\dot{\alpha}}
bdb,  \boldsymbol{\dot{\beta}}
gdb,  \boldsymbol{\dot{\gamma}}
ddb,  \boldsymbol{\dot{\delta}}
edb,  \boldsymbol{\dot{\epsilon}}
zdb,  \boldsymbol{\dot{\zeta}}
hdb,  \boldsymbol{\dot{\eta}}
qdb,  \boldsymbol{\dot{\theta}}
idb,  \boldsymbol{\dot{\iota}}
kdb,  \boldsymbol{\dot{\kappa}}
ldb,  \boldsymbol{\dot{\lambda}}
mdb,  \boldsymbol{\dot{\mu}}
ndb,  \boldsymbol{\dot{\nu}}
xdb,  \boldsymbol{\dot{\xi}}
odb,  \boldsymbol{\dot{\omicron}}
pdb,  \boldsymbol{\dot{\pi}}
rdb,  \boldsymbol{\dot{\rho}}
sdb,  \boldsymbol{\dot{\sigma}}
tdb,  \boldsymbol{\dot{\tau}}
udb,  \boldsymbol{\dot{\upsilon}}
fdb,  \boldsymbol{\dot{\phi}}
cdb,  \boldsymbol{\dot{\chi}}
ydb,  \boldsymbol{\dot{\psi}}
wdb,  \boldsymbol{\dot{\omega}}
Gdb,  \boldsymbol{\dot{\Gamma}}
Ddb,  \boldsymbol{\dot{\Delta}}
Qdb,  \boldsymbol{\dot{\Theta}}
Ldb,  \boldsymbol{\dot{\Lambda}}
Xdb,  \boldsymbol{\dot{\Xi}}
Pdb,  \boldsymbol{\dot{\Pi}}
Sdb,  \boldsymbol{\dot{\Sigma}}
Fdb,  \boldsymbol{\dot{\Phi}}
Ydb,  \boldsymbol{\dot{\Psi}}
ahb,  \boldsymbol{\hat{\alpha}}
bhb,  \boldsymbol{\hat{\beta}}
ghb,  \boldsymbol{\hat{\gamma}}
dhb,  \boldsymbol{\hat{\delta}}
ehb,  \boldsymbol{\hat{\epsilon}}
zhb,  \boldsymbol{\hat{\zeta}}
hhb,  \boldsymbol{\hat{\eta}}
qhb,  \boldsymbol{\hat{\theta}}
ihb,  \boldsymbol{\hat{\iota}}
khb,  \boldsymbol{\hat{\kappa}}
lhb,  \boldsymbol{\hat{\lambda}}
mhb,  \boldsymbol{\hat{\mu}}
nhb,  \boldsymbol{\hat{\nu}}
xhb,  \boldsymbol{\hat{\xi}}
ohb,  \boldsymbol{\hat{\omicron}}
phb,  \boldsymbol{\hat{\pi}}
rhb,  \boldsymbol{\hat{\rho}}
shb,  \boldsymbol{\hat{\sigma}}
thb,  \boldsymbol{\hat{\tau}}
uhb,  \boldsymbol{\hat{\upsilon}}
fhb,  \boldsymbol{\hat{\phi}}
chb,  \boldsymbol{\hat{\chi}}
yhb,  \boldsymbol{\hat{\psi}}
whb,  \boldsymbol{\hat{\omega}}
Ghb,  \boldsymbol{\hat{\Gamma}}
Dhb,  \boldsymbol{\hat{\Delta}}
Qhb,  \boldsymbol{\hat{\Theta}}
Lhb,  \boldsymbol{\hat{\Lambda}}
Xhb,  \boldsymbol{\hat{\Xi}}
Phb,  \boldsymbol{\hat{\Pi}}
Shb,  \boldsymbol{\hat{\Sigma}}
Fhb,  \boldsymbol{\hat{\Phi}}
Yhb,  \boldsymbol{\hat{\Psi}}
atb,  \boldsymbol{\tilde{\alpha}}
btb,  \boldsymbol{\tilde{\beta}}
gtb,  \boldsymbol{\tilde{\gamma}}
dtb,  \boldsymbol{\tilde{\delta}}
etb,  \boldsymbol{\tilde{\epsilon}}
ztb,  \boldsymbol{\tilde{\zeta}}
htb,  \boldsymbol{\tilde{\eta}}
qtb,  \boldsymbol{\tilde{\theta}}
itb,  \boldsymbol{\tilde{\iota}}
ktb,  \boldsymbol{\tilde{\kappa}}
ltb,  \boldsymbol{\tilde{\lambda}}
mtb,  \boldsymbol{\tilde{\mu}}
ntb,  \boldsymbol{\tilde{\nu}}
xtb,  \boldsymbol{\tilde{\xi}}
otb,  \boldsymbol{\tilde{\omicron}}
ptb,  \boldsymbol{\tilde{\pi}}
rtb,  \boldsymbol{\tilde{\rho}}
stb,  \boldsymbol{\tilde{\sigma}}
ttb,  \boldsymbol{\tilde{\tau}}
utb,  \boldsymbol{\tilde{\upsilon}}
ftb,  \boldsymbol{\tilde{\phi}}
ctb,  \boldsymbol{\tilde{\chi}}
ytb,  \boldsymbol{\tilde{\psi}}
wtb,  \boldsymbol{\tilde{\omega}}
Gtb,  \boldsymbol{\tilde{\Gamma}}
Dtb,  \boldsymbol{\tilde{\Delta}}
Qtb,  \boldsymbol{\tilde{\Theta}}
Ltb,  \boldsymbol{\tilde{\Lambda}}
Xtb,  \boldsymbol{\tilde{\Xi}}
Ptb,  \boldsymbol{\tilde{\Pi}}
Stb,  \boldsymbol{\tilde{\Sigma}}
Ftb,  \boldsymbol{\tilde{\Phi}}
Ytb,  \boldsymbol{\tilde{\Psi}}


amb,  \lvert\boldsymbol{\alpha}\rvert
bmb,  \lvert\boldsymbol{\beta}\rvert
gmb,  \lvert\boldsymbol{\gamma}\rvert
dmb,  \lvert\boldsymbol{\delta}\rvert
emb,  \lvert\boldsymbol{\epsilon}\rvert
zmb,  \lvert\boldsymbol{\zeta}\rvert
hmb,  \lvert\boldsymbol{\eta}\rvert
qmb,  \lvert\boldsymbol{\theta}\rvert
imb,  \lvert\boldsymbol{\iota}\rvert
kmb,  \lvert\boldsymbol{\kappa}\rvert
lmb,  \lvert\boldsymbol{\lambda}\rvert
mmb,  \lvert\boldsymbol{\mu}\rvert
nmb,  \lvert\boldsymbol{\nu}\rvert
xmb,  \lvert\boldsymbol{\xi}\rvert
omb,  \lvert\boldsymbol{\omicron}\rvert
pmb,  \lvert\boldsymbol{\pi}\rvert
rmb,  \lvert\boldsymbol{\rho}\rvert
smb,  \lvert\boldsymbol{\sigma}\rvert
tmb,  \lvert\boldsymbol{\tau}\rvert
umb,  \lvert\boldsymbol{\upsilon}\rvert
fmb,  \lvert\boldsymbol{\phi}\rvert
cmb,  \lvert\boldsymbol{\chi}\rvert
ymb,  \lvert\boldsymbol{\psi}\rvert
wmb,  \lvert\boldsymbol{\omega}\rvert
Gmb,  \lvert\boldsymbol{\Gamma}\rvert
Dmb,  \lvert\boldsymbol{\Delta}\rvert
Qmb,  \lvert\boldsymbol{\Theta}\rvert
Lmb,  \lvert\boldsymbol{\Lambda}\rvert
Xmb,  \lvert\boldsymbol{\Xi}\rvert
Pmb,  \lvert\boldsymbol{\Pi}\rvert
Smb,  \lvert\boldsymbol{\Sigma}\rvert
Fmb,  \lvert\boldsymbol{\Phi}\rvert
Ymb,  \lvert\boldsymbol{\Psi}\rvert


a0b,  \boldsymbol{\alpha_0}
b0b,  \boldsymbol{\beta_0}
g0b,  \boldsymbol{\gamma_0}
d0b,  \boldsymbol{\delta_0}
e0b,  \boldsymbol{\epsilon_0}
z0b,  \boldsymbol{\zeta_0}
h0b,  \boldsymbol{\eta_0}
q0b,  \boldsymbol{\theta_0}
i0b,  \boldsymbol{\iota_0}
k0b,  \boldsymbol{\kappa_0}
l0b,  \boldsymbol{\lambda_0}
m0b,  \boldsymbol{\mu_0}
n0b,  \boldsymbol{\nu_0}
x0b,  \boldsymbol{\xi_0}
o0b,  \boldsymbol{\omicron_0}
p0b,  \boldsymbol{\pi_0}
r0b,  \boldsymbol{\rho_0}
s0b,  \boldsymbol{\sigma_0}
t0b,  \boldsymbol{\tau_0}
u0b,  \boldsymbol{\upsilon_0}
f0b,  \boldsymbol{\phi_0}
c0b,  \boldsymbol{\chi_0}
y0b,  \boldsymbol{\psi_0}
w0b,  \boldsymbol{\omega_0}
G0b,  \boldsymbol{\Gamma_0}
D0b,  \boldsymbol{\Delta_0}
Q0b,  \boldsymbol{\Theta_0}
L0b,  \boldsymbol{\Lambda_0}
X0b,  \boldsymbol{\Xi_0}
P0b,  \boldsymbol{\Pi_0}
S0b,  \boldsymbol{\Sigma_0}
F0b,  \boldsymbol{\Phi_0}
Y0b,  \boldsymbol{\Psi_0}
a1b,  \boldsymbol{\alpha_1}
b1b,  \boldsymbol{\beta_1}
g1b,  \boldsymbol{\gamma_1}
d1b,  \boldsymbol{\delta_1}
e1b,  \boldsymbol{\epsilon_1}
z1b,  \boldsymbol{\zeta_1}
h1b,  \boldsymbol{\eta_1}
q1b,  \boldsymbol{\theta_1}
i1b,  \boldsymbol{\iota_1}
k1b,  \boldsymbol{\kappa_1}
l1b,  \boldsymbol{\lambda_1}
m1b,  \boldsymbol{\mu_1}
n1b,  \boldsymbol{\nu_1}
x1b,  \boldsymbol{\xi_1}
o1b,  \boldsymbol{\omicron_1}
p1b,  \boldsymbol{\pi_1}
r1b,  \boldsymbol{\rho_1}
s1b,  \boldsymbol{\sigma_1}
t1b,  \boldsymbol{\tau_1}
u1b,  \boldsymbol{\upsilon_1}
f1b,  \boldsymbol{\phi_1}
c1b,  \boldsymbol{\chi_1}
y1b,  \boldsymbol{\psi_1}
w1b,  \boldsymbol{\omega_1}
G1b,  \boldsymbol{\Gamma_1}
D1b,  \boldsymbol{\Delta_1}
Q1b,  \boldsymbol{\Theta_1}
L1b,  \boldsymbol{\Lambda_1}
X1b,  \boldsymbol{\Xi_1}
P1b,  \boldsymbol{\Pi_1}
S1b,  \boldsymbol{\Sigma_1}
F1b,  \boldsymbol{\Phi_1}
Y1b,  \boldsymbol{\Psi_1}
a2b,  \boldsymbol{\alpha_2}
b2b,  \boldsymbol{\beta_2}
g2b,  \boldsymbol{\gamma_2}
d2b,  \boldsymbol{\delta_2}
e2b,  \boldsymbol{\epsilon_2}
z2b,  \boldsymbol{\zeta_2}
h2b,  \boldsymbol{\eta_2}
q2b,  \boldsymbol{\theta_2}
i2b,  \boldsymbol{\iota_2}
k2b,  \boldsymbol{\kappa_2}
l2b,  \boldsymbol{\lambda_2}
m2b,  \boldsymbol{\mu_2}
n2b,  \boldsymbol{\nu_2}
x2b,  \boldsymbol{\xi_2}
o2b,  \boldsymbol{\omicron_2}
p2b,  \boldsymbol{\pi_2}
r2b,  \boldsymbol{\rho_2}
s2b,  \boldsymbol{\sigma_2}
t2b,  \boldsymbol{\tau_2}
u2b,  \boldsymbol{\upsilon_2}
f2b,  \boldsymbol{\phi_2}
c2b,  \boldsymbol{\chi_2}
y2b,  \boldsymbol{\psi_2}
w2b,  \boldsymbol{\omega_2}
G2b,  \boldsymbol{\Gamma_2}
D2b,  \boldsymbol{\Delta_2}
Q2b,  \boldsymbol{\Theta_2}
L2b,  \boldsymbol{\Lambda_2}
X2b,  \boldsymbol{\Xi_2}
P2b,  \boldsymbol{\Pi_2}
S2b,  \boldsymbol{\Sigma_2}
F2b,  \boldsymbol{\Phi_2}
Y2b,  \boldsymbol{\Psi_2}
a3b,  \boldsymbol{\alpha_3}
b3b,  \boldsymbol{\beta_3}
g3b,  \boldsymbol{\gamma_3}
d3b,  \boldsymbol{\delta_3}
e3b,  \boldsymbol{\epsilon_3}
z3b,  \boldsymbol{\zeta_3}
h3b,  \boldsymbol{\eta_3}
q3b,  \boldsymbol{\theta_3}
i3b,  \boldsymbol{\iota_3}
k3b,  \boldsymbol{\kappa_3}
l3b,  \boldsymbol{\lambda_3}
m3b,  \boldsymbol{\mu_3}
n3b,  \boldsymbol{\nu_3}
x3b,  \boldsymbol{\xi_3}
o3b,  \boldsymbol{\omicron_3}
p3b,  \boldsymbol{\pi_3}
r3b,  \boldsymbol{\rho_3}
s3b,  \boldsymbol{\sigma_3}
t3b,  \boldsymbol{\tau_3}
u3b,  \boldsymbol{\upsilon_3}
f3b,  \boldsymbol{\phi_3}
c3b,  \boldsymbol{\chi_3}
y3b,  \boldsymbol{\psi_3}
w3b,  \boldsymbol{\omega_3}
G3b,  \boldsymbol{\Gamma_3}
D3b,  \boldsymbol{\Delta_3}
Q3b,  \boldsymbol{\Theta_3}
L3b,  \boldsymbol{\Lambda_3}
X3b,  \boldsymbol{\Xi_3}
P3b,  \boldsymbol{\Pi_3}
S3b,  \boldsymbol{\Sigma_3}
F3b,  \boldsymbol{\Phi_3}
Y3b,  \boldsymbol{\Psi_3}


asx,  $\alpha^*$
bsx,  $\beta^*$
gsx,  $\gamma^*$
dsx,  $\delta^*$
esx,  $\epsilon^*$
zsx,  $\zeta^*$
hsx,  $\eta^*$
qsx,  $\theta^*$
isx,  $\iota^*$
ksx,  $\kappa^*$
lsx,  $\lambda^*$
msx,  $\mu^*$
nsx,  $\nu^*$
xsx,  $\xi^*$
osx,  $\omicron^*$
psx,  $\pi^*$
rsx,  $\rho^*$
ssx,  $\sigma^*$
tsx,  $\tau^*$
usx,  $\upsilon^*$
fsx,  $\phi^*$
csx,  $\chi^*$
ysx,  $\psi^*$
wsx,  $\omega^*$
Gsx,  $\Gamma^*$
Dsx,  $\Delta^*$
Qsx,  $\Theta^*$
Lsx,  $\Lambda^*$
Xsx,  $\Xi^*$
Psx,  $\Pi^*$
Ssx,  $\Sigma^*$
Fsx,  $\Phi^*$
Ysx,  $\Psi^*$
apx,  $\alpha\prime$
bpx,  $\beta\prime$
gpx,  $\gamma\prime$
dpx,  $\delta\prime$
epx,  $\epsilon\prime$
zpx,  $\zeta\prime$
hpx,  $\eta\prime$
qpx,  $\theta\prime$
ipx,  $\iota\prime$
kpx,  $\kappa\prime$
lpx,  $\lambda\prime$
mpx,  $\mu\prime$
npx,  $\nu\prime$
xpx,  $\xi\prime$
opx,  $\omicron\prime$
ppx,  $\pi\prime$
rpx,  $\rho\prime$
spx,  $\sigma\prime$
tpx,  $\tau\prime$
upx,  $\upsilon\prime$
fpx,  $\phi\prime$
cpx,  $\chi\prime$
ypx,  $\psi\prime$
wpx,  $\omega\prime$
Gpx,  $\Gamma\prime$
Dpx,  $\Delta\prime$
Qpx,  $\Theta\prime$
Lpx,  $\Lambda\prime$
Xpx,  $\Xi\prime$
Ppx,  $\Pi\prime$
Spx,  $\Sigma\prime$
Fpx,  $\Phi\prime$
Ypx,  $\Psi\prime$
abx,  $\bar{\alpha}$
bbx,  $\bar{\beta}$
gbx,  $\bar{\gamma}$
dbx,  $\bar{\delta}$
ebx,  $\bar{\epsilon}$
zbx,  $\bar{\zeta}$
hbx,  $\bar{\eta}$
qbx,  $\bar{\theta}$
ibx,  $\bar{\iota}$
kbx,  $\bar{\kappa}$
lbx,  $\bar{\lambda}$
mbx,  $\bar{\mu}$
nbx,  $\bar{\nu}$
xbx,  $\bar{\xi}$
obx,  $\bar{\omicron}$
pbx,  $\bar{\pi}$
rbx,  $\bar{\rho}$
sbx,  $\bar{\sigma}$
tbx,  $\bar{\tau}$
ubx,  $\bar{\upsilon}$
fbx,  $\bar{\phi}$
cbx,  $\bar{\chi}$
ybx,  $\bar{\psi}$
wbx,  $\bar{\omega}$
Gbx,  $\bar{\Gamma}$
Dbx,  $\bar{\Delta}$
Qbx,  $\bar{\Theta}$
Lbx,  $\bar{\Lambda}$
Xbx,  $\bar{\Xi}$
Pbx,  $\bar{\Pi}$
Sbx,  $\bar{\Sigma}$
Fbx,  $\bar{\Phi}$
Ybx,  $\bar{\Psi}$
adx,  $\dot{\alpha}$
bdx,  $\dot{\beta}$
gdx,  $\dot{\gamma}$
ddx,  $\dot{\delta}$
edx,  $\dot{\epsilon}$
zdx,  $\dot{\zeta}$
hdx,  $\dot{\eta}$
qdx,  $\dot{\theta}$
idx,  $\dot{\iota}$
kdx,  $\dot{\kappa}$
ldx,  $\dot{\lambda}$
mdx,  $\dot{\mu}$
ndx,  $\dot{\nu}$
xdx,  $\dot{\xi}$
odx,  $\dot{\omicron}$
pdx,  $\dot{\pi}$
rdx,  $\dot{\rho}$
sdx,  $\dot{\sigma}$
tdx,  $\dot{\tau}$
udx,  $\dot{\upsilon}$
fdx,  $\dot{\phi}$
cdx,  $\dot{\chi}$
ydx,  $\dot{\psi}$
wdx,  $\dot{\omega}$
Gdx,  $\dot{\Gamma}$
Ddx,  $\dot{\Delta}$
Qdx,  $\dot{\Theta}$
Ldx,  $\dot{\Lambda}$
Xdx,  $\dot{\Xi}$
Pdx,  $\dot{\Pi}$
Sdx,  $\dot{\Sigma}$
Fdx,  $\dot{\Phi}$
Ydx,  $\dot{\Psi}$
ahx,  $\hat{\alpha}$
bhx,  $\hat{\beta}$
ghx,  $\hat{\gamma}$
dhx,  $\hat{\delta}$
ehx,  $\hat{\epsilon}$
zhx,  $\hat{\zeta}$
hhx,  $\hat{\eta}$
qhx,  $\hat{\theta}$
ihx,  $\hat{\iota}$
khx,  $\hat{\kappa}$
lhx,  $\hat{\lambda}$
mhx,  $\hat{\mu}$
nhx,  $\hat{\nu}$
xhx,  $\hat{\xi}$
ohx,  $\hat{\omicron}$
phx,  $\hat{\pi}$
rhx,  $\hat{\rho}$
shx,  $\hat{\sigma}$
thx,  $\hat{\tau}$
uhx,  $\hat{\upsilon}$
fhx,  $\hat{\phi}$
chx,  $\hat{\chi}$
yhx,  $\hat{\psi}$
whx,  $\hat{\omega}$
Ghx,  $\hat{\Gamma}$
Dhx,  $\hat{\Delta}$
Qhx,  $\hat{\Theta}$
Lhx,  $\hat{\Lambda}$
Xhx,  $\hat{\Xi}$
Phx,  $\hat{\Pi}$
Shx,  $\hat{\Sigma}$
Fhx,  $\hat{\Phi}$
Yhx,  $\hat{\Psi}$
atx,  $\tilde{\alpha}$
btx,  $\tilde{\beta}$
gtx,  $\tilde{\gamma}$
dtx,  $\tilde{\delta}$
etx,  $\tilde{\epsilon}$
ztx,  $\tilde{\zeta}$
htx,  $\tilde{\eta}$
qtx,  $\tilde{\theta}$
itx,  $\tilde{\iota}$
ktx,  $\tilde{\kappa}$
ltx,  $\tilde{\lambda}$
mtx,  $\tilde{\mu}$
ntx,  $\tilde{\nu}$
xtx,  $\tilde{\xi}$
otx,  $\tilde{\omicron}$
ptx,  $\tilde{\pi}$
rtx,  $\tilde{\rho}$
stx,  $\tilde{\sigma}$
ttx,  $\tilde{\tau}$
utx,  $\tilde{\upsilon}$
ftx,  $\tilde{\phi}$
ctx,  $\tilde{\chi}$
ytx,  $\tilde{\psi}$
wtx,  $\tilde{\omega}$
Gtx,  $\tilde{\Gamma}$
Dtx,  $\tilde{\Delta}$
Qtx,  $\tilde{\Theta}$
Ltx,  $\tilde{\Lambda}$
Xtx,  $\tilde{\Xi}$
Ptx,  $\tilde{\Pi}$
Stx,  $\tilde{\Sigma}$
Ftx,  $\tilde{\Phi}$
Ytx,  $\tilde{\Psi}$
amx,  $\lvert\alpha\rvert$
bmx,  $\lvert\beta\rvert$
gmx,  $\lvert\gamma\rvert$
dmx,  $\lvert\delta\rvert$
emx,  $\lvert\epsilon\rvert$
zmx,  $\lvert\zeta\rvert$
hmx,  $\lvert\eta\rvert$
qmx,  $\lvert\theta\rvert$
imx,  $\lvert\iota\rvert$
kmx,  $\lvert\kappa\rvert$
lmx,  $\lvert\lambda\rvert$
mmx,  $\lvert\mu\rvert$
nmx,  $\lvert\nu\rvert$
xmx,  $\lvert\xi\rvert$
omx,  $\lvert\omicron\rvert$
pmx,  $\lvert\pi\rvert$
rmx,  $\lvert\rho\rvert$
smx,  $\lvert\sigma\rvert$
tmx,  $\lvert\tau\rvert$
umx,  $\lvert\upsilon\rvert$
fmx,  $\lvert\phi\rvert$
cmx,  $\lvert\chi\rvert$
ymx,  $\lvert\psi\rvert$
wmx,  $\lvert\omega\rvert$
